target_time,hour,station_index,station_id,station_name,city,city_en,lon,lat,pollutant,raw_gicon,chop,ground_truth
2023-02-03T00:00:00,0,9,1151A,迈皋桥,南京市,nanjing,118.809,32.106,pm25,80.24867248535156,31.084423065185547,19.0
2023-02-03T00:00:00,0,9,1151A,迈皋桥,南京市,nanjing,118.809,32.106,o3,10.856330871582031,27.22187042236328,24.0
2023-02-03T00:00:00,0,10,1152A,草场门,南京市,nanjing,118.754,32.055,pm25,80.37193298339844,31.05599594116211,17.0
2023-02-03T00:00:00,0,10,1152A,草场门,南京市,nanjing,118.754,32.055,o3,10.274532318115234,24.55168914794922,20.0
2023-02-03T00:00:00,0,11,1153A,山西路,南京市,nanjing,118.779,32.074,pm25,85.81035614013672,36.23043441772461,24.0
2023-02-03T00:00:00,0,11,1153A,山西路,南京市,nanjing,118.779,32.074,o3,11.408744812011719,31.657142639160156,16.0
2023-02-03T00:00:00,0,12,1154A,中华门,南京市,nanjing,118.775,32.002,pm25,80.70211791992188,30.9022216796875,22.0
2023-02-03T00:00:00,0,12,1154A,中华门,南京市,nanjing,118.775,32.002,o3,10.851211547851562,31.551334381103516,26.0
2023-02-03T00:00:00,0,13,1155A,瑞金路,南京市,nanjing,118.811,32.031,pm25,83.61737823486328,34.072288513183594,24.0
2023-02-03T00:00:00,0,13,1155A,瑞金路,南京市,nanjing,118.811,32.031,o3,10.370651245117188,26.2803955078125,20.0
2023-02-03T00:00:00,0,14,1156A,玄武湖,南京市,nanjing,118.8,32.075,pm25,82.2188949584961,31.840139389038086,20.0
2023-02-03T00:00:00,0,14,1156A,玄武湖,南京市,nanjing,118.8,32.075,o3,9.274669647216797,19.115867614746094,6.0
2023-02-03T00:00:00,0,15,1157A,浦口,南京市,nanjing,118.641,32.093,pm25,75.92872619628906,25.277971267700195,27.0
2023-02-03T00:00:00,0,15,1157A,浦口,南京市,nanjing,118.641,32.093,o3,11.609245300292969,32.277748107910156,30.0
2023-02-03T00:00:00,0,16,1158A,奥体中心,南京市,nanjing,118.736,32.0,pm25,89.3094253540039,41.52206039428711,24.0
2023-02-03T00:00:00,0,16,1158A,奥体中心,南京市,nanjing,118.736,32.0,o3,11.390762329101562,32.08087921142578,24.0
2023-02-03T00:00:00,0,17,1159A,仙林大学城,南京市,nanjing,118.912,32.103,pm25,80.07442474365234,29.343774795532227,14.0
2023-02-03T00:00:00,0,17,1159A,仙林大学城,南京市,nanjing,118.912,32.103,o3,10.445858001708984,25.563411712646484,21.0
2023-02-03T00:00:00,0,18,1160A,上方山,苏州市,suzhou,120.561,31.247,pm25,41.2178840637207,23.071086883544922,20.0
2023-02-03T00:00:00,0,18,1160A,上方山,苏州市,suzhou,120.561,31.247,o3,20.943187713623047,35.42762756347656,34.0
2023-02-03T00:00:00,0,19,1162A,彩香,苏州市,suzhou,120.591,31.302,pm25,39.09071731567383,19.654293060302734,17.0
2023-02-03T00:00:00,0,19,1162A,彩香,苏州市,suzhou,120.591,31.302,o3,24.396595001220703,43.11880111694336,42.0
2023-02-03T00:00:00,0,20,1163A,轧钢厂,苏州市,suzhou,120.596,31.326,pm25,38.29524612426758,18.906314849853516,15.0
2023-02-03T00:00:00,0,20,1163A,轧钢厂,苏州市,suzhou,120.596,31.326,o3,21.832496643066406,38.15686798095703,38.0
2023-02-03T00:00:00,0,21,1164A,吴中区,苏州市,suzhou,120.613,31.27,pm25,38.718135833740234,19.395511627197266,18.0
2023-02-03T00:00:00,0,21,1164A,吴中区,苏州市,suzhou,120.613,31.27,o3,25.049346923828125,43.021507263183594,35.0
2023-02-03T00:00:00,0,22,1165A,苏州新区,苏州市,suzhou,120.543,31.299,pm25,40.57012939453125,21.20899200439453,18.0
2023-02-03T00:00:00,0,22,1165A,苏州新区,苏州市,suzhou,120.543,31.299,o3,21.534366607666016,37.53487777709961,38.0
2023-02-03T00:00:00,0,23,1166A,苏州工业园区,苏州市,suzhou,120.669,31.31,pm25,39.857513427734375,21.86290740966797,18.0
2023-02-03T00:00:00,0,23,1166A,苏州工业园区,苏州市,suzhou,120.669,31.31,o3,27.343456268310547,45.35430908203125,50.0
2023-02-03T00:00:00,0,24,1167A,相城区,苏州市,suzhou,120.641,31.371,pm25,38.740352630615234,18.910005569458008,16.0
2023-02-03T00:00:00,0,24,1167A,相城区,苏州市,suzhou,120.641,31.371,o3,24.82479476928711,41.84574890136719,42.0
2023-02-03T00:00:00,0,25,1168A,狼山街道,南通市,nantong,120.91,31.966,pm25,32.450599670410156,8.426353454589844,6.0
2023-02-03T00:00:00,0,25,1168A,狼山街道,南通市,nantong,120.91,31.966,o3,39.38908386230469,58.44293212890625,58.0
2023-02-03T00:00:00,0,26,1169A,虹桥,南通市,nantong,120.86,32.001,pm25,38.03974151611328,15.192132949829102,12.0
2023-02-03T00:00:00,0,26,1169A,虹桥,南通市,nantong,120.86,32.001,o3,37.675689697265625,57.80898666381836,59.0
2023-02-03T00:00:00,0,27,1170A,城中,南通市,nantong,120.87,32.02,pm25,39.00083541870117,17.612255096435547,18.0
2023-02-03T00:00:00,0,27,1170A,城中,南通市,nantong,120.87,32.02,o3,36.26200866699219,55.388221740722656,51.0
2023-02-03T00:00:00,0,28,1171A,星湖花园,南通市,nantong,120.94,31.93,pm25,35.86394119262695,14.501108169555664,9.0
2023-02-03T00:00:00,0,28,1171A,星湖花园,南通市,nantong,120.94,31.93,o3,34.04375457763672,48.641910552978516,48.0
2023-02-03T00:00:00,0,29,1172A,紫琅学院,南通市,nantong,120.81,32.042,pm25,39.4272575378418,18.543275833129883,14.0
2023-02-03T00:00:00,0,29,1172A,紫琅学院,南通市,nantong,120.81,32.042,o3,30.806350708007812,44.67474365234375,35.0
2023-02-03T00:00:00,0,30,1186A,邗江监测站,扬州市,yangzhou,119.389,32.376,pm25,63.80445098876953,24.729995727539062,16.0
2023-02-03T00:00:00,0,30,1186A,邗江监测站,扬州市,yangzhou,119.389,32.376,o3,17.611766815185547,47.579193115234375,50.0
2023-02-03T00:00:00,0,31,1188A,雪浪,无锡市,wuxi,120.269,31.487,pm25,41.02558898925781,20.71737289428711,22.0
2023-02-03T00:00:00,0,31,1188A,雪浪,无锡市,wuxi,120.269,31.487,o3,17.759803771972656,32.60257339477539,30.0
2023-02-03T00:00:00,0,32,1189A,黄巷,无锡市,wuxi,120.275,31.622,pm25,42.396331787109375,22.904117584228516,19.0
2023-02-03T00:00:00,0,32,1189A,黄巷,无锡市,wuxi,120.275,31.622,o3,20.923908233642578,41.02099609375,39.0
2023-02-03T00:00:00,0,33,1190A,曹张,无锡市,wuxi,120.294,31.56,pm25,41.547183990478516,21.189952850341797,17.0
2023-02-03T00:00:00,0,33,1190A,曹张,无锡市,wuxi,120.294,31.56,o3,18.561752319335938,34.32699203491211,31.0
2023-02-03T00:00:00,0,34,1191A,漆塘,无锡市,wuxi,120.242,31.503,pm25,44.239524841308594,25.39185333251953,22.0
2023-02-03T00:00:00,0,34,1191A,漆塘,无锡市,wuxi,120.242,31.503,o3,18.441577911376953,34.76883316040039,32.0
2023-02-03T00:00:00,0,35,1192A,东亭,无锡市,wuxi,120.349,31.586,pm25,43.90386962890625,25.781356811523438,22.0
2023-02-03T00:00:00,0,35,1192A,东亭,无锡市,wuxi,120.349,31.586,o3,18.13370132446289,30.790199279785156,24.0
2023-02-03T00:00:00,0,36,1193A,旺庄,无锡市,wuxi,120.354,31.548,pm25,43.01737976074219,23.200397491455078,19.0
2023-02-03T00:00:00,0,36,1193A,旺庄,无锡市,wuxi,120.354,31.548,o3,18.580032348632812,31.52623748779297,29.0
2023-02-03T00:00:00,0,37,1194A,荣巷,无锡市,wuxi,120.245,31.563,pm25,45.795166015625,29.717512130737305,14.0
2023-02-03T00:00:00,0,37,1194A,荣巷,无锡市,wuxi,120.245,31.563,o3,18.781265258789062,35.61811828613281,34.0
2023-02-03T00:00:00,0,38,1195A,堰桥,无锡市,wuxi,120.299,31.682,pm25,43.75599670410156,23.307218551635742,17.0
2023-02-03T00:00:00,0,38,1195A,堰桥,无锡市,wuxi,120.299,31.682,o3,22.172710418701172,45.26129913330078,45.0
2023-02-03T00:00:00,0,39,1196A,市监测站,常州市,changzhou,119.963,31.762,pm25,48.23945617675781,26.068273544311523,23.0
2023-02-03T00:00:00,0,39,1196A,市监测站,常州市,changzhou,119.963,31.762,o3,20.618877410888672,38.25578308105469,39.0
2023-02-03T00:00:00,0,40,1200A,武进监测站,常州市,changzhou,119.947,31.707,pm25,46.475982666015625,23.883150100708008,15.0
2023-02-03T00:00:00,0,40,1200A,武进监测站,常州市,changzhou,119.947,31.707,o3,19.955821990966797,42.33039093017578,34.0
2023-02-03T00:00:00,0,41,1201A,安家,常州市,changzhou,119.926,31.909,pm25,47.23643112182617,25.603723526000977,25.0
2023-02-03T00:00:00,0,41,1201A,安家,常州市,changzhou,119.926,31.909,o3,24.11294174194336,47.7335090637207,35.0
2023-02-03T00:00:00,0,42,1203A,新区办事处,镇江市,zhenjiang,119.671,32.188,pm25,49.01626205444336,22.55801010131836,18.0
2023-02-03T00:00:00,0,42,1203A,新区办事处,镇江市,zhenjiang,119.671,32.188,o3,23.450889587402344,49.50146484375,48.0
2023-02-03T00:00:00,0,43,1204A,职教中心,镇江市,zhenjiang,119.497,32.197,pm25,60.46894836425781,27.773971557617188,20.0
2023-02-03T00:00:00,0,43,1204A,职教中心,镇江市,zhenjiang,119.497,32.197,o3,15.364513397216797,28.06879425048828,32.0
2023-02-03T00:00:00,0,44,1205A,丹徒区监测站,镇江市,zhenjiang,119.43,32.133,pm25,62.197654724121094,28.188739776611328,21.0
2023-02-03T00:00:00,0,44,1205A,丹徒区监测站,镇江市,zhenjiang,119.43,32.133,o3,15.702457427978516,34.29225158691406,26.0
2023-02-03T00:00:00,0,45,1206A,公园路,泰州市,taizhou,119.905,32.488,pm25,54.799888610839844,28.310226440429688,17.0
2023-02-03T00:00:00,0,45,1206A,公园路,泰州市,taizhou,119.905,32.488,o3,20.224132537841797,39.3566780090332,46.0
2023-02-03T00:00:00,0,46,1207A,莲花,泰州市,taizhou,119.919,32.462,pm25,54.35971450805664,30.211620330810547,25.0
2023-02-03T00:00:00,0,46,1207A,莲花,泰州市,taizhou,119.919,32.462,o3,21.31053924560547,41.98884201049805,45.0
2023-02-03T00:00:00,0,47,1209A,留学生创业园,泰州市,taizhou,119.888,32.464,pm25,52.33610534667969,24.799972534179688,18.0
2023-02-03T00:00:00,0,47,1209A,留学生创业园,泰州市,taizhou,119.888,32.464,o3,19.148731231689453,35.65314483642578,46.0
2023-02-03T00:00:00,0,48,1223A,滨江,杭州市,hangzhou,120.207,30.211,pm25,51.952091217041016,29.505674362182617,25.0
2023-02-03T00:00:00,0,48,1223A,滨江,杭州市,hangzhou,120.207,30.211,o3,17.166122436523438,31.429100036621094,22.0
2023-02-03T00:00:00,0,49,1224A,西溪,杭州市,hangzhou,120.063,30.275,pm25,57.3729362487793,33.99714660644531,31.0
2023-02-03T00:00:00,0,49,1224A,西溪,杭州市,hangzhou,120.063,30.275,o3,15.710746765136719,24.235458374023438,9.000003814697266
2023-02-03T00:00:00,0,50,1226A,下沙,杭州市,hangzhou,120.346,30.315,pm25,54.9924201965332,35.31829833984375,35.0
2023-02-03T00:00:00,0,50,1226A,下沙,杭州市,hangzhou,120.346,30.315,o3,16.508827209472656,18.95962142944336,20.0
2023-02-03T00:00:00,0,51,1227A,卧龙桥,杭州市,hangzhou,120.127,30.246,pm25,56.77105712890625,33.772308349609375,30.0
2023-02-03T00:00:00,0,51,1227A,卧龙桥,杭州市,hangzhou,120.127,30.246,o3,15.903430938720703,26.1612548828125,17.0
2023-02-03T00:00:00,0,52,1228A,浙江农大,杭州市,hangzhou,120.19,30.269,pm25,60.19225311279297,40.376705169677734,40.0
2023-02-03T00:00:00,0,52,1228A,浙江农大,杭州市,hangzhou,120.19,30.269,o3,17.918472290039062,31.544864654541016,24.0
2023-02-03T00:00:00,0,53,1230A,和睦小学,杭州市,hangzhou,120.12,30.312,pm25,59.475364685058594,39.612918853759766,38.0
2023-02-03T00:00:00,0,53,1230A,和睦小学,杭州市,hangzhou,120.12,30.312,o3,16.817150115966797,29.878631591796875,27.0
2023-02-03T00:00:00,0,54,1231A,临平镇,杭州市,hangzhou,120.302,30.418,pm25,51.30769729614258,32.378814697265625,30.0
2023-02-03T00:00:00,0,54,1231A,临平镇,杭州市,hangzhou,120.302,30.418,o3,20.927875518798828,37.13212585449219,30.0
2023-02-03T00:00:00,0,55,1232A,城厢镇,杭州市,hangzhou,120.27,30.182,pm25,57.95350646972656,38.83564376831055,38.0
2023-02-03T00:00:00,0,55,1232A,城厢镇,杭州市,hangzhou,120.27,30.182,o3,17.474361419677734,26.854598999023438,16.0
2023-02-03T00:00:00,0,56,1233A,云栖,杭州市,hangzhou,120.088,30.181,pm25,57.220314025878906,35.3505744934082,28.0
2023-02-03T00:00:00,0,56,1233A,云栖,杭州市,hangzhou,120.088,30.181,o3,16.556808471679688,28.580913543701172,21.0
2023-02-03T00:00:00,0,57,1234A,区环保大楼,宁波市,ningbo,121.836,29.911,pm25,39.740943908691406,17.885623931884766,16.0
2023-02-03T00:00:00,0,57,1234A,区环保大楼,宁波市,ningbo,121.836,29.911,o3,28.93875503540039,38.94170379638672,39.0
2023-02-03T00:00:00,0,58,1235A,万里学院,宁波市,ningbo,121.56,29.82,pm25,39.586734771728516,22.625885009765625,19.0
2023-02-03T00:00:00,0,58,1235A,万里学院,宁波市,ningbo,121.56,29.82,o3,32.53593063354492,46.53020477294922,41.0
2023-02-03T00:00:00,0,59,1236A,龙赛医院,宁波市,ningbo,121.713,29.957,pm25,38.34442138671875,15.62428092956543,11.0
2023-02-03T00:00:00,0,59,1236A,龙赛医院,宁波市,ningbo,121.713,29.957,o3,31.847957611083984,47.818016052246094,49.0
2023-02-03T00:00:00,0,60,1239A,钱湖水厂,宁波市,ningbo,121.633,29.773,pm25,38.06055450439453,19.34117317199707,17.0
2023-02-03T00:00:00,0,60,1239A,钱湖水厂,宁波市,ningbo,121.633,29.773,o3,34.4041748046875,50.81379318237305,40.0
2023-02-03T00:00:00,0,61,1240A,太古小学,宁波市,ningbo,121.586,29.864,pm25,37.812374114990234,18.827173233032227,15.0
2023-02-03T00:00:00,0,61,1240A,太古小学,宁波市,ningbo,121.586,29.864,o3,32.26826858520508,47.963645935058594,35.0
2023-02-03T00:00:00,0,62,1241A,市环境监测中心,宁波市,ningbo,121.524,29.867,pm25,34.493778228759766,13.680004119873047,10.0
2023-02-03T00:00:00,0,62,1241A,市环境监测中心,宁波市,ningbo,121.524,29.867,o3,27.112995147705078,36.922035217285156,25.0
2023-02-03T00:00:00,0,63,1247A,城东开发委,绍兴市,shaoxing,120.605,29.993,pm25,40.411529541015625,19.096799850463867,17.0
2023-02-03T00:00:00,0,63,1247A,城东开发委,绍兴市,shaoxing,120.605,29.993,o3,24.902297973632812,47.72434997558594,43.0
2023-02-03T00:00:00,0,64,1250A,城西水厂,湖州市,huzhou,120.075,30.867,pm25,47.19731140136719,30.02599334716797,29.0
2023-02-03T00:00:00,0,64,1250A,城西水厂,湖州市,huzhou,120.075,30.867,o3,22.12712860107422,39.83087921142578,40.0
2023-02-03T00:00:00,0,65,1252A,清河小学,嘉兴市,jiaxing,120.744,30.778,pm25,40.6482048034668,22.216190338134766,18.0
2023-02-03T00:00:00,0,65,1252A,清河小学,嘉兴市,jiaxing,120.744,30.778,o3,22.828678131103516,38.728553771972656,38.0
2023-02-03T00:00:00,0,66,1253A,嘉兴学院,嘉兴市,jiaxing,120.726,30.748,pm25,41.765323638916016,23.305862426757812,18.0
2023-02-03T00:00:00,0,66,1253A,嘉兴学院,嘉兴市,jiaxing,120.726,30.748,o3,24.258445739746094,41.033653259277344,38.0
2023-02-03T00:00:00,0,67,1255A,黄岩环保大楼,台州市,taizhou,121.273,28.646,pm25,43.78495788574219,17.311071395874023,17.0
2023-02-03T00:00:00,0,67,1255A,黄岩环保大楼,台州市,taizhou,121.273,28.646,o3,36.57780456542969,48.52229309082031,43.0
2023-02-03T00:00:00,0,68,1256A,台州环保大楼,台州市,taizhou,121.419,28.654,pm25,45.33927917480469,18.713130950927734,14.0
2023-02-03T00:00:00,0,68,1256A,台州环保大楼,台州市,taizhou,121.419,28.654,o3,42.51945495605469,60.95221710205078,60.0
2023-02-03T00:00:00,0,69,1257A,路桥田洋王,台州市,taizhou,121.377,28.577,pm25,49.05992889404297,20.32195281982422,15.0
2023-02-03T00:00:00,0,69,1257A,路桥田洋王,台州市,taizhou,121.377,28.577,o3,35.881141662597656,51.923404693603516,48.0
2023-02-03T00:00:00,0,70,1258A,定海檀枫,舟山市,zhoushan,122.122,30.02,pm25,38.76966094970703,15.475799560546875,10.0
2023-02-03T00:00:00,0,70,1258A,定海檀枫,舟山市,zhoushan,122.122,30.02,o3,36.654998779296875,55.54541015625,55.0
2023-02-03T00:00:00,0,71,1259A,普陀东港,舟山市,zhoushan,122.309,29.956,pm25,42.88893127441406,23.316801071166992,12.0
2023-02-03T00:00:00,0,71,1259A,普陀东港,舟山市,zhoushan,122.309,29.956,o3,37.130367279052734,56.773319244384766,53.0
2023-02-03T00:00:00,0,72,1260A,临城新区,舟山市,zhoushan,122.19,29.994,pm25,38.50244140625,15.444883346557617,12.0
2023-02-03T00:00:00,0,72,1260A,临城新区,舟山市,zhoushan,122.19,29.994,o3,35.53079605102539,54.68064880371094,50.0
2023-02-03T00:00:00,0,73,2869A,五台山医院,扬州市,yangzhou,119.447,32.416,pm25,64.91484069824219,24.92197036743164,13.0
2023-02-03T00:00:00,0,73,2869A,五台山医院,扬州市,yangzhou,119.447,32.416,o3,15.412567138671875,38.149391174316406,44.0
2023-02-03T00:00:00,0,74,2870A,市疾控中心,镇江市,zhenjiang,119.442,32.187,pm25,65.10047912597656,29.426925659179688,19.0
2023-02-03T00:00:00,0,74,2870A,市疾控中心,镇江市,zhenjiang,119.442,32.187,o3,15.895301818847656,34.46806335449219,41.0
2023-02-03T00:00:00,0,75,2871A,万里国际学校,宁波市,ningbo,121.615,29.902,pm25,38.88771057128906,18.008031845092773,15.0
2023-02-03T00:00:00,0,75,2871A,万里国际学校,宁波市,ningbo,121.615,29.902,o3,25.92184066772461,35.82874298095703,26.0
2023-02-03T00:00:00,0,76,2872A,南湖区残联,嘉兴市,jiaxing,120.785,30.752,pm25,42.10104751586914,25.33277702331543,22.0
2023-02-03T00:00:00,0,76,2872A,南湖区残联,嘉兴市,jiaxing,120.785,30.752,o3,23.808841705322266,40.55066680908203,35.0
2023-02-03T00:00:00,0,77,2873A,仁皇山新区,湖州市,huzhou,120.088,30.896,pm25,46.47523498535156,29.939252853393555,26.0
2023-02-03T00:00:00,0,77,2873A,仁皇山新区,湖州市,huzhou,120.088,30.896,o3,20.438819885253906,34.91553497314453,24.0
2023-02-03T00:00:00,0,78,2907A,吴兴区站,湖州市,huzhou,120.184,30.86,pm25,47.18714141845703,29.328472137451172,24.0
2023-02-03T00:00:00,0,78,2907A,吴兴区站,湖州市,huzhou,120.184,30.86,o3,19.897315979003906,35.75700378417969,34.0
2023-02-03T00:00:00,0,79,2921A,树下王站,绍兴市,shaoxing,120.548,30.0,pm25,52.283321380615234,32.98432159423828,23.0
2023-02-03T00:00:00,0,79,2921A,树下王站,绍兴市,shaoxing,120.548,30.0,o3,21.191303253173828,35.27833557128906,41.0
2023-02-03T00:00:00,0,80,2997A,王营,泰州市,taizhou,119.877,32.329,pm25,51.14286804199219,27.661697387695312,24.0
2023-02-03T00:00:00,0,80,2997A,王营,泰州市,taizhou,119.877,32.329,o3,22.02646255493164,43.31088638305664,44.0
2023-02-03T00:00:00,0,81,3002A,行政中心,常州市,changzhou,119.98,31.817,pm25,45.028560638427734,20.42633819580078,17.0
2023-02-03T00:00:00,0,81,3002A,行政中心,常州市,changzhou,119.98,31.817,o3,20.754558563232422,39.62324905395508,40.0
2023-02-03T00:00:00,0,82,3003A,经开区,常州市,changzhou,120.052,31.775,pm25,45.76186752319336,26.19144058227539,19.0
2023-02-03T00:00:00,0,82,3003A,经开区,常州市,changzhou,120.052,31.775,o3,19.437145233154297,32.2746467590332,24.0
2023-02-03T00:00:00,0,83,3010A,钟楼,常州市,changzhou,119.902,31.796,pm25,48.32991409301758,25.42081069946289,16.0
2023-02-03T00:00:00,0,83,3010A,钟楼,常州市,changzhou,119.902,31.796,o3,22.557872772216797,45.30350875854492,44.0
2023-02-03T00:00:00,0,84,3164A,广陵建设局,扬州市,yangzhou,119.469,32.394,pm25,64.2865982055664,25.687664031982422,17.0
2023-02-03T00:00:00,0,84,3164A,广陵建设局,扬州市,yangzhou,119.469,32.394,o3,13.591171264648438,29.213096618652344,31.0
2023-02-03T00:00:00,0,85,3195A,市体育局,扬州市,yangzhou,119.363,32.397,pm25,68.67495727539062,32.19208526611328,18.0
2023-02-03T00:00:00,0,85,3195A,市体育局,扬州市,yangzhou,119.363,32.397,o3,16.77566909790039,42.1501579284668,43.0
2023-02-03T00:00:00,0,86,3265A,宝山庙行,上海市,shanghai,121.432,31.332,pm25,38.15932846069336,14.251470565795898,9.0
2023-02-03T00:00:00,0,86,3265A,宝山庙行,上海市,shanghai,121.432,31.332,o3,28.281272888183594,46.38532257080078,52.0
2023-02-03T00:00:00,0,87,3266A,崇明上实东滩,上海市,shanghai,121.879,31.466,pm25,36.99152755737305,11.488262176513672,6.999998092651367
2023-02-03T00:00:00,0,87,3266A,崇明上实东滩,上海市,shanghai,121.879,31.466,o3,38.740238189697266,63.24810028076172,65.0
2023-02-03T00:00:00,0,88,3268A,嘉定南翔,上海市,shanghai,121.316,31.284,pm25,38.21583557128906,16.944440841674805,10.0
2023-02-03T00:00:00,0,88,3268A,嘉定南翔,上海市,shanghai,121.316,31.284,o3,27.815475463867188,44.316162109375,44.0
2023-02-03T00:00:00,0,89,3269A,金山新城,上海市,shanghai,121.336,30.746,pm25,39.745994567871094,25.53385353088379,16.0
2023-02-03T00:00:00,0,89,3269A,金山新城,上海市,shanghai,121.336,30.746,o3,28.108272552490234,41.163841247558594,32.0
2023-02-03T00:00:00,0,90,3270A,闵行浦江,上海市,shanghai,121.5,31.074,pm25,38.74538803100586,20.02267074584961,15.0
2023-02-03T00:00:00,0,90,3270A,闵行浦江,上海市,shanghai,121.5,31.074,o3,31.99094009399414,51.242401123046875,52.0
2023-02-03T00:00:00,0,91,3271A,青浦徐泾,上海市,shanghai,121.289,31.166,pm25,38.71220397949219,16.98615264892578,18.0
2023-02-03T00:00:00,0,91,3271A,青浦徐泾,上海市,shanghai,121.289,31.166,o3,28.009239196777344,43.97510528564453,41.0
2023-02-03T00:00:00,0,92,3272A,松江图书馆,上海市,shanghai,121.219,31.038,pm25,36.74836349487305,15.20604133605957,8.0
2023-02-03T00:00:00,0,92,3272A,松江图书馆,上海市,shanghai,121.219,31.038,o3,24.550392150878906,37.83958435058594,33.0
2023-02-03T00:00:00,0,93,3273A,长宁仙霞,上海市,shanghai,121.39,31.206,pm25,36.3231315612793,13.751794815063477,14.0
2023-02-03T00:00:00,0,93,3273A,长宁仙霞,上海市,shanghai,121.39,31.206,o3,30.78803253173828,51.38679122924805,51.0
2023-02-03T00:00:00,0,94,3274A,浦东惠南,上海市,shanghai,121.796,31.051,pm25,38.80197525024414,16.254573822021484,11.0
2023-02-03T00:00:00,0,94,3274A,浦东惠南,上海市,shanghai,121.796,31.051,o3,29.888954162597656,48.86836242675781,52.0
2023-02-03T00:00:00,0,95,3287A,富润路1号,镇江市,zhenjiang,119.384,32.198,pm25,66.0643310546875,28.283370971679688,22.0
2023-02-03T00:00:00,0,95,3287A,富润路1号,镇江市,zhenjiang,119.384,32.198,o3,15.97690200805664,38.61651611328125,44.0
2023-02-03T00:00:00,0,96,3289A,方洲路,苏州市,suzhou,120.743,31.319,pm25,37.16676330566406,17.063711166381836,12.0
2023-02-03T00:00:00,0,96,3289A,方洲路,苏州市,suzhou,120.743,31.319,o3,25.847251892089844,44.52533721923828,41.0
2023-02-03T00:00:00,0,97,3290A,木渎中学,苏州市,suzhou,120.503,31.277,pm25,40.281410217285156,21.165313720703125,17.0
2023-02-03T00:00:00,0,97,3290A,木渎中学,苏州市,suzhou,120.503,31.277,o3,23.409191131591797,42.8199348449707,38.0
2023-02-03T00:00:00,0,98,3291A,通州监测站,南通市,nantong,121.067,32.062,pm25,36.71728515625,16.415220260620117,12.0
2023-02-03T00:00:00,0,98,3291A,通州监测站,南通市,nantong,121.067,32.062,o3,42.11512756347656,60.00464630126953,58.0
2023-02-03T00:00:00,0,99,3294A,引江管理处,扬州市,yangzhou,119.565,32.422,pm25,61.94969940185547,28.50069808959961,29.0
2023-02-03T00:00:00,0,99,3294A,引江管理处,扬州市,yangzhou,119.565,32.422,o3,17.385276794433594,40.15502166748047,45.0
2023-02-03T00:00:00,0,100,3295A,姜堰区政府广场,泰州市,taizhou,120.126,32.51,pm25,52.84233856201172,31.3941707611084,38.0
2023-02-03T00:00:00,0,100,3295A,姜堰区政府广场,泰州市,taizhou,120.126,32.51,o3,22.98971176147461,38.828250885009766,42.0
2023-02-03T00:00:00,0,101,3407A,秀洲住建,嘉兴市,jiaxing,120.692,30.774,pm25,43.689632415771484,26.451723098754883,23.0
